avg,avg_err,chi2,dof,rchi2
rates,0.004341,1.2118e-05,21.858,7,3.1226
yields,0.57484,0.0017479,19.763,7,2.8233
theta,8.4438,0.0035172,5.13,7,0.73286
q2,0.029605,2.5062e-05,47.655,7,6.8078
asym,2.6406,0.0022258,47.509,7,6.787
