avg,avg_err,chi2,dof,rchi2
rates,0.0015719,4.1003e-06,5.1336,7,0.73337
yields,0.20839,0.00059818,13.202,7,1.886
theta,8.6769,0.0034053,9.3257,7,1.3322
q2,0.031096,2.4472e-05,64.967,7,9.2811
asym,2.7737,0.0021719,68.276,7,9.7538
