avg,avg_err,chi2,dof,rchi2
rates,0.0002259,1.1588e-06,31.955,7,4.5651
yields,0.028572,0.00015254,36.582,7,5.226
theta,7.3236,0.0033189,4.5305,7,0.64722
q2,0.021895,2.064e-05,28.211,7,4.0302
asym,2.1583,0.0019843,42.477,7,6.0682
