md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.0046808,0.00011191,0.12278,0.003218,9.4146,0.036343,0.029058,0.00023342,-0.36457,0.0033004
2,0.0045566,0.00010391,0.1267,0.0043818,9.4392,0.034906,0.029616,0.00021674,-0.37077,0.0033424
3,0.0047718,0.00011448,0.12135,0.0033793,9.4378,0.035782,0.028933,0.00022638,-0.36574,0.0033203
4,0.0048119,0.00010962,0.12691,0.0039374,9.3745,0.034302,0.028804,0.00021555,-0.36257,0.0032233
5,0.0046358,0.00010858,0.127,0.0046762,9.4049,0.036107,0.028844,0.00022598,-0.36144,0.003414
6,0.0046069,0.00010496,0.11788,0.0031882,9.3939,0.035298,0.028981,0.00021803,-0.36079,0.0032838
7,0.00471,0.00011165,0.1289,0.0042835,9.4202,0.035877,0.028679,0.00022566,-0.36351,0.0034083
8,0.0047622,0.00011158,0.12723,0.0037041,9.4502,0.035141,0.029004,0.00022151,-0.36369,0.0031757
