md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.034029,0.00040507,4.3248,0.053835,7.5945,0.010438,0.0239,6.9441e-05,2.0253,0.0059358
2,0.033708,0.00040751,4.2791,0.054471,7.6009,0.01072,0.024017,7.1224e-05,2.038,0.0058821
3,0.034118,0.00040603,4.3009,0.054515,7.5895,0.010479,0.023907,6.9885e-05,2.0238,0.0059876
4,0.033897,0.00040427,4.2393,0.053456,7.6004,0.010392,0.023855,6.9349e-05,2.0207,0.005924
5,0.036628,0.0004419,4.6227,0.057986,7.5767,0.010593,0.023565,6.9712e-05,2.0002,0.0057248
6,0.036113,0.00043021,4.5592,0.057118,7.591,0.010495,0.02361,6.9376e-05,1.9995,0.0058713
7,0.036315,0.00044378,4.5891,0.058045,7.5792,0.010812,0.023567,7.0846e-05,1.9993,0.0058045
8,0.035536,0.00042041,4.5437,0.057481,7.5836,0.010315,0.023696,6.8408e-05,2.0078,0.0058227
