avg,avg_err,chi2,dof,rchi2
rates,0.14625,0.0012341,12.278,7,1.754
yields,17.007,0.1617,13.529,7,1.9327
theta,8.4699,0.011211,5.1385,7,0.73408
q2,0.02808,7.3838e-05,6.0306,7,0.86151
asym,0.010818,0.00081379,18.038,7,2.5769
