avg,avg_err,chi2,dof,rchi2
rates,0.040242,0.00021629,62.729,7,8.9612
yields,5.159,0.029622,57.815,7,8.2592
theta,7.3005,0.0038601,6.1206,7,0.87437
q2,0.021932,2.5251e-05,38.628,7,5.5182
asym,1.8188,0.001221,57.056,7,8.1509
