avg,avg_err,chi2,dof,rchi2
rates,0.0030118,8.6241e-06,17.272,7,2.4675
yields,0.40263,0.0012496,14.5,7,2.0714
theta,8.4113,0.0036616,9.9338,7,1.4191
q2,0.029386,2.6061e-05,33.128,7,4.7326
asym,2.6207,0.0023119,33.707,7,4.8154
