avg,avg_err,chi2,dof,rchi2
rates,0.004353,1.2137e-05,6.5332,7,0.93332
yields,0.58338,0.0017717,11.561,7,1.6515
theta,8.4427,0.0035163,3.7041,7,0.52916
q2,0.029606,2.5058e-05,18.769,7,2.6813
asym,2.6407,0.0022239,17.428,7,2.4897
