avg,avg_err,chi2,dof,rchi2
rates,0.13097,0.0011941,5.2718,7,0.75312
yields,15.31,0.15918,6.3314,7,0.90448
theta,8.4775,0.012144,6.2697,7,0.89567
q2,0.028337,8.043e-05,12.582,7,1.7974
asym,0.011327,0.0009229,8.486,7,1.2123
