avg,avg_err,chi2,dof,rchi2
rates,0.12173,0.0011687,14.93,7,2.1329
yields,14.223,0.15629,17.825,7,2.5464
theta,8.4864,0.012918,7.2187,7,1.0312
q2,0.028554,8.6064e-05,11.525,7,1.6464
asym,0.0091929,0.00089424,12.847,7,1.8352
