avg,avg_err,chi2,dof,rchi2
rates,1.1626,0.0048919,56.634,7,8.0906
yields,145.46,0.6474,55.633,7,7.9476
theta,7.5856,0.0035853,13.05,7,1.8642
q2,0.02372,2.3793e-05,67.119,7,9.5885
asym,2.0877,0.0019368,66.837,7,9.5481
