avg,avg_err,chi2,dof,rchi2
rates,0.0013475,5.7742e-06,39.425,7,5.6321
yields,0.16975,0.00077103,45.104,7,6.4434
theta,7.5537,0.0035694,2.8252,7,0.40361
q2,0.023511,2.3556e-05,44.891,7,6.413
asym,1.9886,0.0019828,46.099,7,6.5856
