avg,avg_err,chi2,dof,rchi2
rates,0.006012,1.7856e-05,76.67,7,10.953
yields,0.71156,0.0023339,144.44,7,20.634
theta,8.4439,0.0034928,15.805,7,2.2579
q2,0.029447,2.4971e-05,64.518,7,9.2168
asym,2.6247,0.0022125,64.669,7,9.2385
