avg,avg_err,chi2,dof,rchi2
rates,0.0027383,7.4211e-06,31.583,7,4.5118
yields,0.33661,0.0010075,69.826,7,9.9751
theta,8.6345,0.0034347,9.5151,7,1.3593
q2,0.030727,2.4714e-05,59.098,7,8.4425
asym,2.7398,0.0021917,58.614,7,8.3734
