avg,avg_err,chi2,dof,rchi2
rates,0.20286,0.0024031,1.4616,7,0.20879
yields,26.073,0.33696,2.9572,7,0.42245
theta,8.5513,0.015699,3.1741,7,0.45344
q2,0.029424,0.00010754,3.2739,7,0.4677
asym,0.010235,0.0011508,14.683,7,2.0976
