avg,avg_err,chi2,dof,rchi2
rates,0.00091252,4.7541e-06,46.331,7,6.6187
yields,0.11619,0.00065713,36.905,7,5.2721
theta,7.3089,0.0035803,7.8174,7,1.1168
q2,0.021953,2.3105e-05,33.527,7,4.7896
asym,1.8834,0.0012854,51.129,7,7.3041
