avg,avg_err,chi2,dof,rchi2
rates,0.040466,0.00021491,61.213,7,8.7447
yields,4.9867,0.027832,66.955,7,9.5651
theta,7.3004,0.0037866,6.8527,7,0.97895
q2,0.02191,2.4829e-05,42.273,7,6.039
asym,1.8172,0.001219,59.516,7,8.5023
