avg,avg_err,chi2,dof,rchi2
rates,0.0015613,4.0881e-06,12.299,7,1.757
yields,0.20962,0.00060414,9.7768,7,1.3967
theta,8.6737,0.0034233,3.9308,7,0.56154
q2,0.031088,2.4603e-05,35.29,7,5.0414
asym,2.7726,0.0021843,33.928,7,4.8468
