avg,avg_err,chi2,dof,rchi2
rates,0.021745,6.3073e-05,8.1664,7,1.1666
yields,2.831,0.0089523,10.205,7,1.4579
theta,8.3223,0.0034719,5.0059,7,0.71513
q2,0.028668,2.4485e-05,38.406,7,5.4865
asym,2.5569,0.002175,38.507,7,5.5009
