avg,avg_err,chi2,dof,rchi2
rates,0.0026221,7.2339e-06,58.231,7,8.3188
yields,0.31255,0.00095414,99.146,7,14.164
theta,8.6595,0.0034613,22.151,7,3.1644
q2,0.030872,2.4967e-05,85.948,7,12.278
asym,2.7517,0.0022115,86.366,7,12.338
