avg,avg_err,chi2,dof,rchi2
rates,0.0043451,1.2129e-05,33.469,7,4.7813
yields,0.56528,0.0017228,45.186,7,6.4552
theta,8.4391,0.0034935,12.449,7,1.7785
q2,0.029548,2.4899e-05,59.673,7,8.5247
asym,2.6359,0.0022104,60.37,7,8.6243
