avg,avg_err,chi2,dof,rchi2
rates,0.20769,0.0024607,4.7765,7,0.68235
yields,25.81,0.33272,4.7415,7,0.67735
theta,8.5313,0.015714,8.0274,7,1.1468
q2,0.029223,0.00010747,13.953,7,1.9933
asym,0.0096026,0.001144,8.6863,7,1.2409
