avg,avg_err,chi2,dof,rchi2
rates,0.015127,4.2086e-05,20.641,7,2.9487
yields,1.9969,0.0060624,13.374,7,1.9106
theta,8.4433,0.0034901,6.7503,7,0.96433
q2,0.029534,2.4824e-05,48.558,7,6.9369
asym,2.6343,0.0022045,48.677,7,6.9539
