avg,avg_err,chi2,dof,rchi2
rates,0.0030767,8.7427e-06,26.337,7,3.7625
yields,0.39964,0.0012331,26.019,7,3.717
theta,8.3953,0.0036101,9.443,7,1.349
q2,0.029222,2.5668e-05,54.075,7,7.725
asym,2.606,0.002279,50.579,7,7.2256
