avg,avg_err,chi2,dof,rchi2
rates,0.0026431,7.9938e-06,17.935,7,2.5622
yields,0.3348,0.001095,24.49,7,3.4986
theta,8.2513,0.0036875,8.5406,7,1.2201
q2,0.02812,2.594e-05,52.667,7,7.5238
asym,2.508,0.0023029,50.558,7,7.2225
