avg,avg_err,chi2,dof,rchi2
rates,0.0015027,3.9996e-06,23.025,7,3.2892
yields,0.18517,0.00054493,64.328,7,9.1897
theta,8.6962,0.0033985,15.444,7,2.2064
q2,0.031164,2.4526e-05,86.782,7,12.397
asym,2.7787,0.002175,81.724,7,11.675
