avg,avg_err,chi2,dof,rchi2
rates,0.021731,6.3033e-05,21.786,7,3.1123
yields,2.8906,0.009121,25.153,7,3.5933
theta,8.3252,0.0034924,2.443,7,0.349
q2,0.028709,2.4628e-05,39.037,7,5.5767
asym,2.5608,0.0021864,40.561,7,5.7944
