avg,avg_err,chi2,dof,rchi2
rates,0.0013345,3.8851e-06,16.157,7,2.3082
yields,0.17787,0.00056206,12.916,7,1.8452
theta,8.3353,0.0036254,2.9609,7,0.42299
q2,0.028737,2.5582e-05,43.267,7,6.181
asym,2.563,0.0022711,41.7,7,5.9571
