avg,avg_err,chi2,dof,rchi2
rates,0.0023345,7.2569e-06,215.53,7,30.789
yields,0.25739,0.0008928,259.96,7,37.138
theta,8.6105,0.0037986,65.258,7,9.3226
q2,0.030552,2.7585e-05,130.61,7,18.658
asym,2.7191,0.0024312,123.74,7,17.677
