avg,avg_err,chi2,dof,rchi2
rates,0.012993,3.8127e-05,104.07,7,14.867
yields,1.5033,0.0048912,166.06,7,23.723
theta,8.5593,0.0035323,47.469,7,6.7813
q2,0.030215,2.5441e-05,95.35,7,13.621
asym,2.6923,0.0022518,93.78,7,13.397
