avg,avg_err,chi2,dof,rchi2
rates,0.0002248,1.1453e-06,44.048,7,6.2926
yields,0.028596,0.00015347,44.89,7,6.4129
theta,7.3248,0.003254,7.8066,7,1.1152
q2,0.021943,2.0436e-05,42.247,7,6.0352
asym,2.1644,0.0019572,37.129,7,5.3042
