avg,avg_err,chi2,dof,rchi2
rates,0.00091715,4.7216e-06,67.868,7,9.6955
yields,0.11336,0.00061739,76.565,7,10.938
theta,7.3091,0.0035122,3.7147,7,0.53068
q2,0.021941,2.2728e-05,39.882,7,5.6974
asym,1.8833,0.0012681,53.827,7,7.6895
