avg,avg_err,chi2,dof,rchi2
rates,0.013883,3.9791e-05,38.145,7,5.4493
yields,1.6649,0.0052697,77.426,7,11.061
theta,8.509,0.0034889,20.286,7,2.898
q2,0.029898,2.5012e-05,74.804,7,10.686
asym,2.665,0.0022174,72.019,7,10.288
