avg,avg_err,chi2,dof,rchi2
rates,0.00022501,1.1808e-06,24.184,7,3.4549
yields,0.028316,0.00015137,32.794,7,4.6849
theta,7.3343,0.003441,7.3705,7,1.0529
q2,0.021926,2.1446e-05,27.179,7,3.8827
asym,2.1653,0.0019824,53.768,7,7.6811
