avg,avg_err,chi2,dof,rchi2
rates,0.00090919,4.7866e-06,39.533,7,5.6475
yields,0.11507,0.00063642,41.712,7,5.9588
theta,7.3106,0.0036315,7.1752,7,1.025
q2,0.021965,2.3409e-05,30.705,7,4.3864
asym,1.8852,0.0012722,48.813,7,6.9732
