avg,avg_err,chi2,dof,rchi2
rates,0.0013246,4.4093e-06,52.377,7,7.4824
yields,0.15801,0.00056869,71.523,7,10.218
theta,8.1429,0.0037844,27.208,7,3.8869
q2,0.027291,2.6512e-05,79.804,7,11.401
asym,2.4333,0.0023482,78.993,7,11.285
