avg,avg_err,chi2,dof,rchi2
rates,0.0047389,3.771e-05,2.5365,7,0.36236
yields,0.1281,0.001471,6.6376,7,0.94823
theta,9.3982,0.012112,10.649,7,1.5213
q2,0.029068,7.4818e-05,13.96,7,1.9943
asym,-0.3618,0.0011406,21.905,7,3.1293
