avg,avg_err,chi2,dof,rchi2
rates,0.83621,0.0038045,129.96,7,18.566
yields,91.16,0.45568,147.47,7,21.067
theta,7.7688,0.0039044,23.783,7,3.3976
q2,0.02479,2.6448e-05,59.466,7,8.4951
asym,2.1827,0.0020925,70.437,7,10.062
