avg,avg_err,chi2,dof,rchi2
rates,0.0013273,3.8715e-06,45.329,7,6.4755
yields,0.16864,0.0005337,60.058,7,8.5797
theta,8.3361,0.0036012,14.669,7,2.0956
q2,0.028699,2.5432e-05,63.963,7,9.1375
asym,2.5597,0.0022566,61.067,7,8.7239
