avg,avg_err,chi2,dof,rchi2
rates,0.00021541,1.1443e-06,86.73,7,12.39
yields,0.02519,0.00013911,112.3,7,16.043
theta,7.3625,0.0034709,44.433,7,6.3476
q2,0.022083,2.1639e-05,50.667,7,7.2381
asym,2.1756,0.0020275,52.614,7,7.5162
