avg,avg_err,chi2,dof,rchi2
rates,0.0016985,8.6284e-06,53.174,7,7.5963
yields,0.21766,0.0011805,40.577,7,5.7967
theta,7.3225,0.0034469,4.3415,7,0.62022
q2,0.022036,2.2108e-05,40.978,7,5.8539
asym,1.9208,0.0012783,71.494,7,10.213
