avg,avg_err,chi2,dof,rchi2
rates,0.0088352,4.9339e-05,132.73,7,18.962
yields,0.98348,0.0059597,127.73,7,18.248
theta,7.4325,0.0040857,20.409,7,2.9156
q2,0.022662,2.7215e-05,48.327,7,6.9039
asym,1.9049,0.0013185,76.835,7,10.976
