avg,avg_err,chi2,dof,rchi2
rates,0.00059455,3.5028e-06,156.45,7,22.35
yields,0.063325,0.000416,137.29,7,19.613
theta,7.4929,0.004254,41.906,7,5.9866
q2,0.022997,2.8128e-05,71.823,7,10.26
asym,1.9532,0.0014437,77.971,7,11.139
