avg,avg_err,chi2,dof,rchi2
rates,0.0096022,3.5641e-05,31.096,7,4.4423
yields,1.2499,0.0049562,26.083,7,3.7262
theta,7.7846,0.0035851,6.2854,7,0.89791
q2,0.025064,2.4296e-05,39.008,7,5.5725
asym,-2.2354,0.0021581,38.142,7,5.4489
