avg,avg_err,chi2,dof,rchi2
rates,0.0013334,5.7771e-06,76.54,7,10.934
yields,0.17189,0.00079266,80.405,7,11.486
theta,7.5519,0.003641,8.8319,7,1.2617
q2,0.023513,2.4015e-05,57.362,7,8.1945
asym,1.9879,0.0020163,53.428,7,7.6326
