avg,avg_err,chi2,dof,rchi2
rates,0.034962,0.00014815,58.568,7,8.3669
yields,4.4227,0.019718,57.278,7,8.1825
theta,7.5895,0.0037219,5.1724,7,0.73892
q2,0.023764,2.4666e-05,44.085,7,6.2979
asym,2.0141,0.0020745,43.818,7,6.2597
