avg,avg_err,chi2,dof,rchi2
rates,0.0065724,1.9023e-05,32.169,7,4.5956
yields,0.88134,0.0027753,30.236,7,4.3194
theta,8.3593,0.0035467,5.763,7,0.82328
q2,0.02902,2.5123e-05,53.228,7,7.604
asym,2.588,0.0022286,53.15,7,7.5928
