avg,avg_err,chi2,dof,rchi2
rates,0.00029657,1.3143e-06,47.229,7,6.747
yields,0.037925,0.00017748,40.825,7,5.8321
theta,7.5643,0.0039511,15.146,7,2.1637
q2,0.023548,2.6156e-05,56.431,7,8.0615
asym,2.3568,0.0026049,54.46,7,7.78
