md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.93424,0.011586,106.07,1.4218,7.7064,0.010484,0.024532,7.0487e-05,2.1531,0.005716
2,0.95686,0.011599,110.36,1.435,7.7067,0.010229,0.024612,6.901e-05,2.1656,0.0055062
3,0.91207,0.011274,104.65,1.3939,7.7293,0.010568,0.024712,7.1555e-05,2.1719,0.005758
4,0.89785,0.011222,99.08,1.3689,7.7456,0.010673,0.024696,7.201e-05,2.1744,0.0057316
5,0.94764,0.011743,107.48,1.4484,7.7173,0.010449,0.024366,7.0379e-05,2.1427,0.0056782
6,1.0058,0.012202,115.41,1.511,7.7146,0.01028,0.024296,6.9207e-05,2.137,0.0055934
7,0.9805,0.012073,111.95,1.4991,7.7055,0.010391,0.024258,6.9897e-05,2.1343,0.0056632
8,0.98689,0.012123,112.89,1.5136,7.6878,0.010438,0.024282,7.0048e-05,2.1382,0.0056468
