avg,avg_err,chi2,dof,rchi2
rates,0.0066615,1.9191e-05,14.454,7,2.0649
yields,0.89195,0.0027955,11.599,7,1.657
theta,8.3505,0.0035351,8.7209,7,1.2458
q2,0.028939,2.5023e-05,45.684,7,6.5263
asym,2.5808,0.0022211,46.143,7,6.5919
