avg,avg_err,chi2,dof,rchi2
rates,0.0015654,4.0918e-06,11.291,7,1.6129
yields,0.20973,0.00060215,10.063,7,1.4376
theta,8.6772,0.0034243,5.2056,7,0.74366
q2,0.031111,2.4598e-05,35.175,7,5.025
asym,2.775,0.002183,36.154,7,5.1648
