avg,avg_err,chi2,dof,rchi2
rates,0.002664,8.0457e-06,19.176,7,2.7395
yields,0.35175,0.0011464,14.847,7,2.121
theta,8.2459,0.0037132,12.135,7,1.7336
q2,0.028116,2.61e-05,71.355,7,10.194
asym,2.5077,0.0023183,66.265,7,9.4665
