avg,avg_err,chi2,dof,rchi2
rates,1.1037,0.0047406,61.076,7,8.7252
yields,133.38,0.60931,77.915,7,11.131
theta,7.6192,0.0036792,7.1735,7,1.0248
q2,0.023914,2.4458e-05,42.362,7,6.0517
asym,2.1076,0.0019481,45.455,7,6.4936
