avg,avg_err,chi2,dof,rchi2
rates,0.014965,4.185e-05,17.636,7,2.5195
yields,2.0019,0.0061111,16.64,7,2.3771
theta,8.4457,0.0035242,3.7615,7,0.53736
q2,0.029571,2.508e-05,41.254,7,5.8934
asym,2.6374,0.0022257,39.342,7,5.6203
