avg,avg_err,chi2,dof,rchi2
rates,0.2157,0.0025149,4.8166,7,0.68808
yields,28.13,0.36019,3.623,7,0.51758
theta,8.5092,0.015404,3.1169,7,0.44527
q2,0.02912,0.00010504,5.8433,7,0.83476
asym,0.009923,0.0010835,7.4574,7,1.0653
