avg,avg_err,chi2,dof,rchi2
rates,0.0013495,5.8008e-06,51.553,7,7.3647
yields,0.17508,0.00080242,38.889,7,5.5556
theta,7.5443,0.0035921,8.0616,7,1.1517
q2,0.023466,2.3703e-05,45.959,7,6.5656
asym,1.9832,0.0020023,45.745,7,6.535
