avg,avg_err,chi2,dof,rchi2
rates,0.001297,6.9296e-06,81.565,7,11.652
yields,0.14448,0.00083612,95.414,7,13.631
theta,7.4592,0.003682,18.343,7,2.6204
q2,0.022792,2.4079e-05,45.36,7,6.4799
asym,1.973,0.0013473,69.738,7,9.9626
