avg,avg_err,chi2,dof,rchi2
rates,0.010742,5.7688e-05,93.489,7,13.356
yields,1.2544,0.0071154,119.41,7,17.058
theta,7.3438,0.0038503,9.7917,7,1.3988
q2,0.02215,2.5362e-05,46.198,7,6.5997
asym,1.8756,0.0012413,68.054,7,9.722
