avg,avg_err,chi2,dof,rchi2
rates,0.028437,0.0001228,114.57,7,16.367
yields,3.2323,0.015074,140.83,7,20.119
theta,7.735,0.0037191,30.101,7,4.3001
q2,0.02461,2.5114e-05,70.745,7,10.106
asym,2.0862,0.0021232,67.136,7,9.5908
