avg,avg_err,chi2,dof,rchi2
rates,0.021724,6.303e-05,41.88,7,5.9828
yields,2.8927,0.0091358,34.39,7,4.9129
theta,8.3252,0.0034995,4.9994,7,0.7142
q2,0.028708,2.467e-05,52.452,7,7.4931
asym,2.5607,0.0021904,53.348,7,7.6211
