avg,avg_err,chi2,dof,rchi2
rates,0.00090674,2.3527e-06,8.4507,7,1.2072
yields,0.12007,0.00034173,9.6948,7,1.385
theta,8.7003,0.0035049,10.047,7,1.4353
q2,0.031388,2.5355e-05,68.355,7,9.765
asym,2.7999,0.0022499,67.474,7,9.6391
