avg,avg_err,chi2,dof,rchi2
rates,0.01166,6.1995e-05,22.769,7,3.2527
yields,1.4589,0.0082322,30.804,7,4.4006
theta,7.2967,0.0038024,3.3389,7,0.47699
q2,0.021891,2.4926e-05,19.195,7,2.7421
asym,1.8585,0.0012435,33.327,7,4.761
