avg,avg_err,chi2,dof,rchi2
rates,0.0031903,9.9411e-06,218.09,7,31.156
yields,0.34857,0.0012164,276.27,7,39.467
theta,8.6736,0.0037494,55.197,7,7.8853
q2,0.031011,2.7337e-05,113.47,7,16.21
asym,2.7588,0.0024087,118.8,7,16.971
